texan_rw, Fri Apr 24 04:58:28 +0000 2020, -95.778712, 29.721989, @N1ceBet @fanat1k70rus По крайней мере говорить об этом сейчас слишком рано 
3rdChair, Fri Apr 24 04:58:28 +0000 2020, -84.393784, 33.713928, https://t.co/bjcHLGTCpk  I’m trying to raise money for barbers and barbershop ownership affected by the COVID-19 g… https://t.co/0LqEeDstCX 
suryaj, Fri Apr 24 04:58:28 +0000 2020, -122.138874, 47.725228, UV light inside the body, perhaps a disinfectant inside the lungs to kill #COVID19 - Trump 
AnisaBarua, Fri Apr 24 04:58:29 +0000 2020, -83.034363, 42.669887, It’s crazy that I have sooo many cousins in Ohio that are all rich and successful 
icowrich, Fri Apr 24 04:58:29 +0000 2020, -96.426806, 32.920541, @jryan2028 @pslweb Imagine voting with clay tablets. The candidate with the tallest stack of tablets wins.Imagine… https://t.co/QmgY2GumJr 
MexicanMami_, Fri Apr 24 04:58:29 +0000 2020, -122.077034, 37.953817, I didn’t realize gaining success meant leaving others behind. 
ChampagnepapiG7, Fri Apr 24 04:58:29 +0000 2020, -118.018856, 33.975918, HELLLL TOOO EFFFIINNGG YEAH 🌊🌎🔥💨 
cherryhoesblike, Fri Apr 24 04:58:29 +0000 2020, -121.581229, 37.004844, this has literally happened to me 
BADDERthanyouu_, Fri Apr 24 04:58:29 +0000 2020, -115.135165, 36.060964, @OneWayCrewYap Half and. Half 😂😂 
Stanimal_214, Fri Apr 24 04:58:29 +0000 2020, -79.420865, 38.003376, Eagles fans better hope they trade a haul package for OBJ 
P4KLowe, Fri Apr 24 04:58:29 +0000 2020, -84.917307, 32.482304, me when i cut on 38 Baby 2 for a second 😂 https://t.co/ZR6tpvbC8j 
its_bailie_, Fri Apr 24 04:58:29 +0000 2020, -121.796444, 37.985661, got to cut em off 
lilrambobeats, Fri Apr 24 04:58:29 +0000 2020, -118.411907, 34.020789, She fucked the gang for clout and ain’t gain none 🙅🏽‍♂️ 
GlizzyG4, Fri Apr 24 04:58:29 +0000 2020, -90.077878, 29.856245, Nah she went to sleep 🙄 
muchofab, Fri Apr 24 04:58:29 +0000 2020, -73.708745, 40.703539, Aventura in ur bag at 1am is a vibe 
PaytonJ014, Fri Apr 24 04:58:29 +0000 2020, -78.939618, 38.418250, @AdamKingKFVS @ZippZipe @hzacerous 
mdtnvolfan, Fri Apr 24 04:58:29 +0000 2020, -86.321494, 36.207541, @sgellison Been awhile since one of these gifs to you, tonight is fitting tho! We got a good one https://t.co/jme29Kv8GV 
justmedcelly, Fri Apr 24 04:58:29 +0000 2020, -90.011008, 29.982601, @TheSleepyRivera @madonnabema  this how I was when I offered zam a piece of my last chicken wing and he ate the who… https://t.co/qiz6Jo7Rpz 
BEASTY_kev, Fri Apr 24 04:58:30 +0000 2020, -122.066473, 37.715782, Brandon Aiyuk is Emanuel Sanders but a newer version. It’s like letting go of your old corvette for the new mid engine corvette 👀 
tomhensleyy, Fri Apr 24 04:58:30 +0000 2020, -118.411907, 34.020789, This thread. Besides pizza &amp; praise, get active if you can. Call your mayors, call your govs, call your senators.… https://t.co/m6fvvwmQx9 
proff_g, Fri Apr 24 04:58:30 +0000 2020, -123.358379, 48.426730, @mos1425 للحاسوب 
JGeorgeCM, Fri Apr 24 04:58:30 +0000 2020, -121.873730, 37.331159, Pillin? 
taranehfultz, Fri Apr 24 04:58:30 +0000 2020, -122.871814, 45.491334, @markmoh https://t.co/htQTzW5Inm 
hawknado, Fri Apr 24 04:58:30 +0000 2020, -97.736440, 30.509081, @JimOsmer @DavisHsuSeattle He’s baby Bobby. It’s why he wasn’t even on my radar but should’ve been 
Casanij, Fri Apr 24 04:58:30 +0000 2020, -74.245455, 40.624274, @1804_gang So they just updated it because my step pops is a immigrant and he got it and my mom got it . And o know… https://t.co/IRWnYggCJX 
naturalnudist2u, Fri Apr 24 04:58:30 +0000 2020, -76.620482, 39.284713, @NoahsArch https://t.co/lfEw25p9RL 
Hopper2314, Fri Apr 24 04:58:30 +0000 2020, -117.969317, 35.121178, 😒 
britgrimesyt, Fri Apr 24 04:58:30 +0000 2020, -110.915573, 32.189391, Ahhh!!! EXCITING 😍😍😍 (although I'm sad I can't order right now 😭😭😭) 
Alva_chan, Fri Apr 24 04:58:31 +0000 2020, -81.367773, 28.501678, Ovomaltona 
IllustratorRcn, Fri Apr 24 04:58:30 +0000 2020, -120.987468, 37.663817, 13. #stumptown #onipress #abcnetwork https://t.co/Ug2K9PzQVZ 
outuhcontrol, Fri Apr 24 04:58:31 +0000 2020, -98.540651, 29.417501, Can’t even see straight tbh 
FarmsStarvation, Fri Apr 24 04:58:31 +0000 2020, -120.583402, 44.145437, @ArielSchulz__ Where did you get seed 
DANAFLEYSER, Fri Apr 24 04:58:31 +0000 2020, -115.234435, 36.018805, @GerSotelo10 Que buena !!! AGUANTE EL ROCK Y GENE SIMMONS !!!!🎂🤘🏻🎶🎶 
jazminambrose94, Fri Apr 24 04:58:31 +0000 2020, -118.054908, 34.103189, Tomorrow ♥️😍 #ChrisHemsworth 
MythinformedMKE, Fri Apr 24 04:58:31 +0000 2020, -87.967292, 43.056722, Does Trevor Noah realize he is now a mouthpiece for CCP propaganda? (Repost because the account deleted it) https://t.co/hC6quKXtPu 
smoove_dabarber, Fri Apr 24 04:58:31 +0000 2020, -90.042302, 32.607135, Almost knocked his head off😂 
Losdabay, Fri Apr 24 04:58:31 +0000 2020, -111.634531, 33.242370, @NBCS49ers I love our picks but didnt feel they needed to move up 6 spots for 3 picks. If Aiyuk was gone Higgins or… https://t.co/3fPTbELwKC 
DaveFoster17, Fri Apr 24 04:58:31 +0000 2020, -86.791549, 36.200008, @RealtorLiz That’s his story tonight. He claims it’s a reflection but I have a feeling many won’t buy it 🤷‍♂️ 
SinfulSaintz, Fri Apr 24 04:58:31 +0000 2020, -96.761753, 32.819858, @Kensington_Tae Can’t eat that stuff no more man 
mich_dip, Fri Apr 24 04:58:32 +0000 2020, -79.861034, 35.170499, https://t.co/TwuEJd4X1D 
Destini41, Fri Apr 24 04:58:32 +0000 2020, -82.273492, 27.998995, What is the point of this? To show that Rudy is an ass? 
toritaylor, Fri Apr 24 04:58:32 +0000 2020, -77.014398, 38.898603, I’d like to report a murder 
Biggerwhip, Fri Apr 24 04:58:32 +0000 2020, -75.770041, 42.746617, @SeemaNanda The Republican are scared! 
__Jayce, Fri Apr 24 04:58:32 +0000 2020, -121.873730, 37.331159, @_LyssaLee Just as easy as this?  https://t.co/dJzsTFRoh8 
mandy_stephens, Fri Apr 24 04:58:32 +0000 2020, -122.435979, 37.770657, This is a tremendous accomplishment and all should witness. Parts 2+3 are in her thread below the post. Solid gold.… https://t.co/23xhwoUvLK 
TinyMeatGamer, Fri Apr 24 04:58:32 +0000 2020, -118.411907, 34.020789, @lietoanyone @CorinnaKopf yo @CorinnaKopf 
Kiingcarter86L, Fri Apr 24 04:58:32 +0000 2020, -73.968542, 40.780709, Push me to the limit get my feelings in it !!! 
gort1221, Fri Apr 24 04:58:32 +0000 2020, -122.330602, 47.614817, @realDonaldTrump https://t.co/zsGQo3mVXM 
ICBigg, Fri Apr 24 04:58:33 +0000 2020, -96.761753, 32.819858, @chrissyteigen Put this pic in lockets for them each to wear and that way they’ll always be together. ❤️ 
RiotGrrrlJemma, Fri Apr 24 04:58:33 +0000 2020, -96.053431, 41.275721, @caraesten And the fact that it’s not all yellowed with age is even cooler! 
CoelhoGreiner, Fri Apr 24 04:58:33 +0000 2020, -119.306608, 37.269176, @CircuitduSoliel It's a good movie it plays on lifetime all the time the plot will break your heart it's a great Lg… https://t.co/nKH0NimcPL 
LamottaM, Fri Apr 24 04:58:33 +0000 2020, -97.134208, 32.844933, i’m happy for the people that got drafted like i know them😭i love to see  people leveling up 
DGCarrizox_x, Fri Apr 24 04:58:33 +0000 2020, -72.647523, 42.223668, Resident evil resistance is okay I’d much rather play zombies on call of duty any day.. 
pepperfriesen, Fri Apr 24 04:58:33 +0000 2020, -122.435979, 37.770657, why do men send dick pics? asking for a friend and for science. 
belenrenteriaa, Fri Apr 24 04:58:33 +0000 2020, -118.076746, 33.907251, 🖤✨ https://t.co/4s4hmBJ1WM 
oiFDJ, Fri Apr 24 04:58:33 +0000 2020, -119.306608, 37.269176, @chrislhayes Trump cult for real! 
AxSx87, Fri Apr 24 04:58:33 +0000 2020, -82.985772, 39.994684, i just found out that @whitneyEVEport started a reaction series for The City on her youtube channel and all is right with the world now. 
smartgirls4gop, Fri Apr 24 04:58:33 +0000 2020, -118.156711, 33.809172, @WildSoCali #Trump2020Landslide 
irishrebelTFS, Fri Apr 24 04:58:33 +0000 2020, -80.181835, 38.920142, Really?!  How much data centers around treating #COVID19 with light, heat, &amp; shooting up disinfectant?!… https://t.co/52Hl3tuz22 
YukonXL2005, Fri Apr 24 04:58:33 +0000 2020, -102.546079, 43.025595, ♫All You Need Is Love by @thebeatles, from #SoundHound with LiveLyrics® https://t.co/ckK5Jnsl2a 
madisonc321, Fri Apr 24 04:58:33 +0000 2020, -75.770041, 42.746617, you’ll know where to find me 
mslr4ever, Fri Apr 24 04:58:33 +0000 2020, -74.209249, 40.143253, @Catsemail 🤣🤣🤣❤❤🌹 
YGFRESHH, Fri Apr 24 04:58:33 +0000 2020, -118.346153, 33.953633, https://t.co/ngij3Ivjjm 
_Elizabetta_, Fri Apr 24 04:58:33 +0000 2020, -121.873730, 37.331159, @KLGLASS2 That so many folks are willing to die and/or put who knows how many other people at risk of death ...for a haircut. 
Gang_of_Dwarves, Fri Apr 24 04:58:33 +0000 2020, -104.922093, 39.713563, Starting #CARDS fan petition to require @vincetyra officially offer full-ride athletic scholarships to the progeny… https://t.co/RhRQ3igeA4 
jamyia_chene, Fri Apr 24 04:58:33 +0000 2020, -89.849456, 34.956389, @Ken_City_ @talexiswilliams Find you somebody else to talk to like that. Please and thank you 
JeriKMiller1, Fri Apr 24 04:58:33 +0000 2020, -89.569491, 44.900818, Real people care about other people 😊❣️ https://t.co/WoGeTB0hZ8 
KgZooted, Fri Apr 24 04:58:33 +0000 2020, -96.660936, 28.974940, Check the boi out for some fire @wesonacid https://t.co/NlJwIk1Xor 
young_lipe56, Fri Apr 24 04:58:33 +0000 2020, -88.260049, 30.759622, I feel like i bought sum from wish waiting on this damn package https://t.co/bklnrMh2rT 
madhi19, Fri Apr 24 04:58:34 +0000 2020, -71.341059, 46.855857, @EricVespe @ScottWamplerBMD Looking forward to adding another podcast to my admittedly slimmer backlog. 
LyndaStotts, Fri Apr 24 04:58:34 +0000 2020, -79.861034, 35.170499, @sandyaschneider LOL! 
joy60863, Fri Apr 24 04:58:34 +0000 2020, -71.103607, 42.533282, I’m like watching these more then once. 
cbellini1, Fri Apr 24 04:58:34 +0000 2020, -71.515665, 41.828673, If only... 
mdsmelser, Fri Apr 24 04:58:34 +0000 2020, -96.672767, 33.112317, @JohnDeVore They actually do. It’s not new. Mayo Clinic and many others do UV light therapy. 
Despicable_Free, Fri Apr 24 04:58:34 +0000 2020, -118.346138, 33.914068, Lmao https://t.co/E7adZs172v 
julierieger, Fri Apr 24 04:58:34 +0000 2020, -92.131274, 34.751936, @DanimalW2 @HuffPost It makes zero sense, but I’m a fan of several that work there. I’m just exhausted by far right… https://t.co/4znubVc7KI 
imwiteverything, Fri Apr 24 04:58:34 +0000 2020, -73.948775, 40.655138, Damn I forgot to drink my laso tea tonight 
chemo_loks, Fri Apr 24 04:58:34 +0000 2020, -118.107439, 34.010187, Speak the truth 
padenpur, Fri Apr 24 04:58:34 +0000 2020, -80.053252, 40.760196, @John83305472 I failed that test already! 😳 
TrellzLee, Fri Apr 24 04:58:35 +0000 2020, -91.401008, 30.937336, You asked for this lmao 
PurcellaKylie, Fri Apr 24 04:58:35 +0000 2020, -106.026119, 34.166235, really hoping that we can go to the butte this summer and float the river 🥺 
keepstAARON, Fri Apr 24 04:58:35 +0000 2020, -84.612392, 34.011077, @tayizm Likeeeee?.. 
_naeebabyy23, Fri Apr 24 04:58:35 +0000 2020, -91.401008, 30.937336, bae : “ lemme have ya password” me: https://t.co/0BFsW2yjGw 
DavidGM_, Fri Apr 24 04:58:35 +0000 2020, -100.168717, 25.778679, Este fin de mes ya le diré adiós a una tarjéta de crédito. 💳💣 Hasta aquí llegaste... no más! Ya es hora de ahorrar y ahorrar! 
IamLegendary6, Fri Apr 24 04:58:35 +0000 2020, -92.101762, 30.528600, @tweetymarie4 @_CeeDeeThree Man support yo city tweety😂 
nandoreyes, Fri Apr 24 04:58:35 +0000 2020, -100.270474, 25.736715, @rene2783 En frente del teatro de la ciudad de San Nicolás 
kyxdoll, Fri Apr 24 04:58:35 +0000 2020, -90.011008, 29.982601, LMAOOOO son I fw 2 songs that’s it 
GeaKoren, Fri Apr 24 04:58:35 +0000 2020, -84.433106, 33.767195, Lovehate will forever be a classic 
___QueenCee, Fri Apr 24 04:58:35 +0000 2020, -75.388743, 39.920959, y’all 😂😂😂😂😂😂😂😂😂 
indigodoc, Fri Apr 24 04:58:35 +0000 2020, -118.411907, 34.020789, Seriously WTF 🤯🤯🤯🤯🤯🤯🤯🤯 
nicholaslemon, Fri Apr 24 04:58:35 +0000 2020, -79.272570, 43.629311, @Vicki_Lix @ctdsband @alyankovic @Much https://t.co/Itc09nft5s 
bvsedgawdlover2, Fri Apr 24 04:58:36 +0000 2020, -95.446486, 29.838495, @woosie___ I’m insane on da head doe 
Louis_Pisano_, Fri Apr 24 04:58:36 +0000 2020, -117.104989, 32.810012, @PennStateThor @Paulie_Bruz I think most likely will be Pittman/Mims 
big_biko, Fri Apr 24 04:58:36 +0000 2020, -112.124676, 33.552863, @Esther_Baxter Just finished watching the NFL draft. 
wristmotion, Fri Apr 24 04:58:36 +0000 2020, -75.117998, 40.004866, @EpiDas_It Always ✊🏾 
marty_adams5056, Fri Apr 24 04:58:36 +0000 2020, -119.165389, 34.181956, @DVStrading @CS_Mdl_T800 Coo!! 
SaxMike71, Fri Apr 24 04:58:36 +0000 2020, -83.804475, 27.698682, @NoNameGirl8686 I’m being serious! 
Danp533Priest, Fri Apr 24 04:58:36 +0000 2020, -95.468037, 32.163628, https://t.co/YRvDf5U1xb 
the_1st_mimzee, Fri Apr 24 04:58:36 +0000 2020, -82.854199, 40.021793, @Scruffy_ED @Lotz_Of_Tweets AFC North playoff bids last 10 years: Steelers: 6Ravens: 5Bengals: 5Browns: 0 
kxdj_, Fri Apr 24 04:58:36 +0000 2020, -75.117998, 40.004866, @1_mdmel Good😂😎 
EskimoYoussef2, Fri Apr 24 04:58:36 +0000 2020, -95.446486, 29.838495, wait????? this real? 
Dats_dennaaard, Fri Apr 24 04:58:36 +0000 2020, -96.761753, 32.819858, I fuckin love Black Lightning with a passion !! 🔥🔥 
soldformeth, Fri Apr 24 04:58:36 +0000 2020, -97.751876, 30.456955, @AllLoveHipHop nah. das it. jus nah. 
lynnstoole, Fri Apr 24 04:58:36 +0000 2020, -83.173867, 32.678207, @Jessebk95 true but he’s cheating on me w the coyotes 😂 he’s been hunting since 4 today and he’s still hunting like this isn’t normal 
acoykstate, Fri Apr 24 04:58:36 +0000 2020, -94.863354, 40.345541, @JustinMeyerKC It's amazing how efficient they are. Dropped off a package it's going to be delivered in Boston befo… https://t.co/gaNC1pk2Oy 
ruxandrafed, Fri Apr 24 04:58:36 +0000 2020, -122.998970, 49.353963, @AhmadNassri No worries, I'll send my messages through my friends 😊😜 https://t.co/odt9UDiagu 
_respectthamawb, Fri Apr 24 04:58:37 +0000 2020, -84.433106, 33.767195, These anticipation I &amp; II lyrics tf was I thinking when I was younger I had no correlation to these sinfilled lyrics 🤯💕 
drobertsonasl, Fri Apr 24 04:58:37 +0000 2020, -118.163276, 34.685827, https://t.co/47cFRLjaWU ❤️❤️ 
AmeriCannaBlunt, Fri Apr 24 04:58:37 +0000 2020, -85.978600, 35.830522, You actually  said that 😱 @realDonaldTrumpThe @US_FDA just shut down a group for suggesting the same thing.Furthe… https://t.co/ainZv1kM7o 
zachh312, Fri Apr 24 04:58:37 +0000 2020, -76.444969, 39.387716, @canadagraphs They start in early June training... I fucking hate our government 
JOEYASTEROID, Fri Apr 24 04:58:37 +0000 2020, -98.540651, 29.417501, @KidCudi 👀 
_factsnfigures, Fri Apr 24 04:58:37 +0000 2020, -86.791549, 36.200008, Wrapped. 
Cell00u, Fri Apr 24 04:58:37 +0000 2020, -83.099288, 42.352787, Ramadan Kareem 🙏🏾 
Titans_tct, Fri Apr 24 04:58:37 +0000 2020, -95.767395, 29.532056, @PFF_Titans https://t.co/TOKs9MwstB 
_Winkky, Fri Apr 24 04:58:37 +0000 2020, -89.149151, 31.702855, 🔥🔥 
CarliRose7, Fri Apr 24 04:58:37 +0000 2020, -80.846785, 35.209059, ok. they played Just Friends. I would have fallen on the ground and died among those 200 people 
blackdragoon01, Fri Apr 24 04:58:37 +0000 2020, -111.828774, 41.832832, @WolfOf5Seasons Last thing I want that early 
GigabyteRaptor, Fri Apr 24 04:58:37 +0000 2020, -95.446486, 29.838495, I wanna be godzilla so i can crush a certain 3 groups of ppl. Guess which https://t.co/ars72TO4uo 
CherylS15973780, Fri Apr 24 04:58:38 +0000 2020, -73.766756, 43.066929, @no_silenced Strawbridges 
marcyandreinaD, Fri Apr 24 04:58:38 +0000 2020, -96.761753, 32.819858, 😓 
jessica_kirsh, Fri Apr 24 04:58:38 +0000 2020, -110.892878, 32.302931, I am not safe. I need to move my stuff to somewhere where I don’t have to move it again. 
lyssasowavey, Fri Apr 24 04:58:38 +0000 2020, -80.846785, 35.209059, i miss you // aaron hall 
alermz8, Fri Apr 24 04:58:38 +0000 2020, -100.196134, 25.676603, @AnaCasas02 Cuántos bölüm tiene? 
a_space_person, Fri Apr 24 04:58:38 +0000 2020, -93.105649, 44.941516, @Jackso777 no way, I love deducting taxes 
homershooman, Fri Apr 24 04:58:38 +0000 2020, -122.330602, 47.614817, @GroundhogShadow @JaehJee @CBCKatie https://t.co/9UWkmHBb1p 
CohoeDeidre, Fri Apr 24 04:58:38 +0000 2020, -119.319526, 36.319486, @lisataz @NBCNews Homicidal as the Joker 
MadisonGuess, Fri Apr 24 04:58:38 +0000 2020, -100.076888, 31.168893, @brandon_arreaga i’m lit rally the only person in my mutuals group that doesn’t hav ur follow so can u pls follow me 🥺👉🏻👈🏻 
TimR_Jr, Fri Apr 24 04:58:38 +0000 2020, -96.961483, 32.863917, @_krisgreg You not listening hard enough 
mostradamus, Fri Apr 24 04:58:38 +0000 2020, -112.124676, 33.552863, https://t.co/Qajk1qapfA 
dirtybird0025, Fri Apr 24 04:58:38 +0000 2020, -89.266508, 39.739300, @_CeeDeeThree *that 
kstephenson93, Fri Apr 24 04:58:38 +0000 2020, -100.076888, 31.168893, K9 is the best. Such a beautiful story! 
_JustChill18, Fri Apr 24 04:58:38 +0000 2020, -118.411907, 34.020789, Lmaooooo 
Thank_Hugh, Fri Apr 24 04:58:38 +0000 2020, -77.604684, 41.117936, Yeah, Whatever #GoBirds 
marybaum, Fri Apr 24 04:58:38 +0000 2020, -90.331882, 38.664710, @kfury @scottunfiltered Same.Pence is also more dangerous, which is saying something if you buy the idea that Trump is a Russian pawn 
RBOO23, Fri Apr 24 04:58:38 +0000 2020, -80.098102, 40.510839, @ArnieK @RexChapman @jessithebuckeye 
spammysami, Fri Apr 24 04:58:38 +0000 2020, -87.732013, 41.833585, me listening to this song imagining i’m a 5’4 shuttle pilot blasting off into outer space @JacobWhitesides https://t.co/ZVmSw6K38n 
MC1hunnitt, Fri Apr 24 04:58:38 +0000 2020, -122.435979, 37.770657, @senuayye Hey hey. I cut hookah and henny, tequilas much healthier 
TigerLily_Spots, Fri Apr 24 04:58:38 +0000 2020, -104.922093, 39.713563, I want nachos 🥺 
CarsonDeonS, Fri Apr 24 04:58:38 +0000 2020, -121.873730, 37.331159, Jonny Beane 
SheYellsDaddy_, Fri Apr 24 04:58:39 +0000 2020, -117.851089, 33.842863, what bout 5k+🌚🌝 
MySmileSpecial_, Fri Apr 24 04:58:39 +0000 2020, -78.895441, 35.990983, Thank for the whole thing my brother🤞🏾 
PanoramaPythons, Fri Apr 24 04:58:39 +0000 2020, -118.411907, 34.020789, Please join us tomorrow for the Panorama Community of Schools Town Hall!! Your voice matters! #PythonPride… https://t.co/yQ075HQaE3 
Tygaines_, Fri Apr 24 04:58:39 +0000 2020, -91.034669, 30.542440, I show too much love not to get the same back I hate that shit 
ZachNagel7, Fri Apr 24 04:58:39 +0000 2020, -84.315070, 33.874544, @_Ro11Tide @notkdk3 Don’t be rude ): 
bolita408, Fri Apr 24 04:58:39 +0000 2020, -121.873730, 37.331159, Dude it’s sad for the seniors this year they don’t get to experience senior ditch day fuck walking the stage 
Cassady_Lyyynnn, Fri Apr 24 04:58:39 +0000 2020, -117.947887, 33.924881, watching #WacoNetflix and legit crying because those children were so innocent. Even though I think David Koresh wa… https://t.co/Jyum3G3jvk 
TM_Lactose, Fri Apr 24 04:58:39 +0000 2020, -96.187785, 33.585742, Maybe I should start tea bagging on elite, that might be the secret to winning 
pez1963, Fri Apr 24 04:58:39 +0000 2020, -86.791549, 36.200008, @EJHradek_NHL @BrettFavre @packers Not comparable we had 4 wins in 2005 
SMBphotog, Fri Apr 24 04:58:39 +0000 2020, -115.537830, 32.978956, @trismatics Haha that show was f’d up 😂 
JimH1923, Fri Apr 24 04:58:39 +0000 2020, -118.918886, 34.188478, @FdlGe7 You gotta show that off. 
AndrewSobrino, Fri Apr 24 04:58:39 +0000 2020, -118.411907, 34.020789, Best part of being ugly is telling a joke and everybody laughing. You know it’s a good joke cause nobody’s trying to get in your pants. 
Carlovesfam, Fri Apr 24 04:58:39 +0000 2020, -122.044814, 37.592159, 😄 bittersweet taste 
joel_irle, Fri Apr 24 04:58:40 +0000 2020, -100.076888, 31.168893, She's done soon! 
bethroessler, Fri Apr 24 04:58:40 +0000 2020, -111.635149, 35.182750, @AppleMusic this was not released in 2008. It’s all lies. Change it!! I urge all @taylorswift13 fans not to stream… https://t.co/DbFpDBOpXV 
mxxcKxy, Fri Apr 24 04:58:40 +0000 2020, -98.540651, 29.417501, Won 45$ gambling on tunk. Came up from nothing too @ the last min 🥳 
studio_gal, Fri Apr 24 04:58:40 +0000 2020, -122.281278, 37.964937, 🌟🌟🌟🌟🌟 
judeswalko, Fri Apr 24 04:58:40 +0000 2020, -85.230427, 34.958838, @OutOfStok @f__ern Why the f$(k isn’t #sworddog trending on twitter right now?!!⚔️🐶 https://t.co/OJom7ldmsj 
MTCoven, Fri Apr 24 04:58:40 +0000 2020, -92.204107, 34.841638, Outer Banks &amp; chill. 
ATMKILLBILL, Fri Apr 24 04:58:40 +0000 2020, -76.295896, 36.763216, Stop trynna call people lame for living their lives ... you wack for not just living yours homie 
rocky_thekid, Fri Apr 24 04:58:40 +0000 2020, -83.173867, 32.678207, @imjust_saiyan2 Friendly/Top ten 
macieweiss_, Fri Apr 24 04:58:40 +0000 2020, -81.576885, 41.531726, I neeed new music to listen to 
mrbrown2u, Fri Apr 24 04:58:40 +0000 2020, -85.242564, 35.091954, I really hope that everyone who still supports this SOB does inject themselves with bleach. There, I said it. 
LilKenno_, Fri Apr 24 04:58:41 +0000 2020, -95.446486, 29.838495, @kcball_ @kcamp I swear he did 
Silverback_LA, Fri Apr 24 04:58:41 +0000 2020, -89.876449, 32.571032, YESSIRR 💪🏼💪🏼💪🏼 
kordantt, Fri Apr 24 04:58:40 +0000 2020, -87.884865, 41.934630, Simple as looking Left-Right-Left. When stopped in traffic &amp; all intersections. Stay alert 🚨. #upser #ups #upslife… https://t.co/qKjnNGH2wE 
micha3l_013, Fri Apr 24 04:58:41 +0000 2020, -117.022695, 38.502147, @luhness FACTS 
